full_name,age,state,hours_worked_in_2021,consultant_type
Andrew Rogers,42,WA,1867,Technical Architect
Michael Davis,44,FL,1869,Technical Lead
Lisa Sanchez,42,CA,1888,Senior Software Engineer
Jennifer Phillips,38,WA,1874,Software Engineer
Paul Thompson,46,WA,1873,Technical Lead
Daniel Berry,44,WA,1882,Technical Architect
Matthew Rollins,51,NY,1891,Senior Software Engineer
Clifford Cobb,39,CA,1882,Senior Software Engineer
Courtney Charles,48,WA,1896,Software Engineer
Charles Joseph,37,NY,1864,Senior Software Engineer
Alison Cook,50,WA,1875,Technical Architect
Jody Warren,39,WA,1894,Software Engineer
David Jimenez,48,WA,1893,Technical Lead
Timothy Aguilar,49,WA,1876,Software Engineer
Jerome Morales,43,WA,1884,Technical Lead
Brendan Boone,43,NY,1892,Technical Architect
Vincent Cole,42,NY,1877,Technical Lead
Bridget Brown,50,CA,1899,Technical Lead
Tamara Roberts,32,NY,1892,Technical Architect
Timothy Waters,49,NY,1889,Senior Software Engineer
Joshua Ferguson,51,CA,1876,Technical Lead
Sheri Wise,50,FL,1865,Senior Software Engineer
Karen Schmitt,46,WA,1880,Technical Lead
Amanda Shaw,49,CA,1879,Technical Lead
William Mills,50,WA,1900,Technical Architect
Jeffrey Smith,45,WA,1904,Technical Lead
Eugene Lewis,51,CA,1892,Technical Architect
Matthew Thomas,43,NY,1862,Technical Architect
Larry Robinson,39,CA,1875,Technical Architect
Cheryl Gray,43,NY,1884,Software Engineer
Bobby Jones,41,WA,1888,Technical Lead
Patricia Tucker,38,WA,1872,Senior Software Engineer
Katherine Williams,49,WA,1867,Technical Architect
Jennifer Cain,47,NY,1867,Senior Software Engineer
Priscilla Stone,40,NY,1864,Senior Software Engineer
Anne Perez,44,WA,1874,Technical Architect
Jenny Bell,45,WA,1874,Technical Architect
Daniel Erickson,48,WA,1877,Technical Lead
Steven Farrell,45,FL,1898,Technical Lead
Joseph Wang,38,NY,1891,Technical Architect
Katie Graham,38,CA,1872,Technical Architect
Christine Benson,44,WA,1871,Senior Software Engineer
Gregory Wilson,42,NY,1877,Senior Software Engineer
Craig Matthews,44,WA,1877,Technical Lead
Emily Cain,43,FL,1879,Technical Lead
Leslie Turner,42,NY,1888,Technical Lead
Peter Holden,44,FL,1877,Senior Software Engineer
Gabrielle Garcia,39,FL,1881,Technical Architect
Megan Webster,42,WA,1856,Senior Software Engineer
Clinton Lowe,44,NY,1884,Technical Lead
Amy Harmon,42,FL,1882,Technical Lead
Cynthia Crawford,43,FL,1857,Technical Lead
Kelly Erickson,49,NY,1877,Technical Architect
Angela Taylor,49,CA,1887,Senior Software Engineer
Anna Bryan,50,CA,1874,Technical Architect
Andrea Poole,46,NY,1878,Senior Software Engineer
Thomas Quinn,47,CA,1902,Technical Lead
Miguel Lawson,44,CA,1861,Technical Architect
Joshua Hill,47,WA,1886,Technical Lead
Christine Young,48,WA,1894,Technical Architect
Samantha Dixon,49,WA,1859,Senior Software Engineer
Douglas Osborn,51,WA,1890,Technical Lead
Rodney Rivera,44,WA,1879,Technical Architect
Sean Hester,43,WA,1889,Software Engineer
Dawn Williams,43,CA,1874,Senior Software Engineer
Charles Gates,39,NY,1882,Senior Software Engineer
Samantha Lee,37,MT,1857,Senior Software Engineer
Benjamin Davis,51,FL,1882,Technical Lead
Jamie Hubbard,42,CA,1881,Software Engineer
Jesse Cook,45,NY,1894,Technical Lead
Caleb Russell,49,WA,1897,Senior Software Engineer
Mark Bush,39,NY,1894,Senior Software Engineer
Dustin Clark,48,WA,1860,Technical Architect
Elizabeth Rodriguez,52,WA,1873,Senior Software Engineer
Jose Ramos,42,NY,1876,Technical Architect
Julie Pham,49,WA,1898,Senior Software Engineer
Chad Harrell,44,NY,1877,Software Engineer
Seth Jones,44,FL,1873,Senior Software Engineer
Christian Reid,42,NY,1874,Technical Architect
Tina Wright,47,WA,1858,Senior Software Engineer
Grant Mcclure,36,FL,1884,Senior Software Engineer
Jeffrey Williams,45,FL,1865,Senior Software Engineer
Cory Reynolds,45,WA,1873,Technical Lead
Kenneth Craig,50,WA,1855,Technical Lead
Angela Sanchez,48,WA,1898,Technical Lead
Patrick Larson,37,WA,1864,Technical Lead
John Powers,44,WA,1884,Senior Software Engineer
Kiara Fisher,35,WA,1892,Technical Lead
Diane Knight,48,FL,1870,Technical Lead
Heather Hernandez,38,WA,1870,Software Engineer
Jasmine Meyer,50,WA,1875,Software Engineer
Mike Knapp,50,CA,1906,Technical Architect
Katelyn Walker,48,WA,1870,Technical Architect
Christopher Alexander,43,WA,1879,Technical Lead
Betty Woods,43,NY,1878,Technical Architect
Benjamin Hopkins,42,WA,1867,Senior Software Engineer
Joel Murray,50,WA,1895,Senior Software Engineer
Hannah Herrera,46,CA,1861,Technical Architect
Paul Henderson,45,WA,1886,Technical Lead
Michelle Smith,41,FL,1894,Technical Lead
David Harvey,37,NY,1909,Technical Lead
William Reynolds,34,WA,1883,Software Engineer
Gary Perez,52,CA,1886,Technical Architect
Melissa Davis,41,CA,1881,Technical Architect
Johnathan Blackwell,43,WA,1913,Technical Lead
Daniel Jones,56,WA,1888,Senior Software Engineer
Randall Mitchell,39,NY,1881,Software Engineer
Amy Wright,46,FL,1886,Technical Lead
Kathy Mccullough,42,NY,1871,Technical Lead
Michael Harrison,41,CA,1882,Technical Lead
Peter Garcia,46,WA,1876,Technical Lead
Allison Gonzalez,41,CA,1892,Software Engineer
Christine Berry,41,FL,1859,Technical Architect
Juan Cochran,45,NY,1892,Senior Software Engineer
Daniel Shepard,52,WA,1864,Technical Lead
Jennifer Moore,42,CA,1888,Senior Software Engineer
Howard Lee,40,WA,1884,Senior Software Engineer
Frank Singh,41,CA,1888,Software Engineer
Brooke Nielsen,42,NY,1887,Senior Software Engineer
Casey Walton,48,NY,1865,Technical Architect
Monica Brown,42,WA,1884,Technical Architect
Samantha Gallegos,48,WA,1887,Software Engineer
Heather Weber,47,NY,1885,Technical Architect
Dawn Sullivan,51,WA,1876,Senior Software Engineer
Barbara Horn,41,CA,1888,Technical Lead
Joseph Morris,50,NY,1891,Senior Software Engineer
Melinda Santiago,48,WA,1895,Senior Software Engineer
Brittney Hernandez,42,NY,1860,Software Engineer
Heather Morris,33,FL,1877,Software Engineer
Becky Sherman,50,WA,1900,Technical Lead
Dennis Jones,41,WA,1863,Software Engineer
Sherri Morton,40,NY,1880,Technical Architect
Michelle Brown,45,NY,1879,Technical Lead
Anita Moore,55,WA,1881,Technical Lead
Audrey Ward,42,FL,1895,Technical Lead
Miranda Lawson,40,CA,1886,Technical Lead
Craig Stewart,40,CA,1890,Technical Architect
David Olson,45,CA,1892,Technical Lead
Veronica Sanchez,51,NY,1909,Senior Software Engineer
Jennifer Rodgers,38,FL,1878,Software Engineer
Jennifer Ball,42,NY,1901,Technical Lead
William Ramirez,39,WA,1885,Technical Architect
Albert Mueller,46,NY,1880,Technical Lead
Anne Burns,41,WA,1884,Senior Software Engineer
Gary Smith,52,FL,1884,Technical Architect
Teresa Allen,39,FL,1887,Senior Software Engineer
Stephanie Wood,47,CA,1869,Technical Lead
Lee Miller,40,FL,1877,Senior Software Engineer
Aaron Osborn,34,CA,1894,Senior Software Engineer
Anthony Lewis,47,WA,1853,Technical Lead
Ann Hansen,49,WA,1900,Software Engineer
Tami Lynn,46,WA,1882,Technical Lead
Aaron Figueroa,52,NY,1888,Senior Software Engineer
Alexis Wright,50,WA,1878,Technical Architect
Carla Davies,48,NY,1892,Technical Lead
William Williams,39,WA,1876,Senior Software Engineer
Joshua Williams,52,NY,1893,Technical Lead
Christina Cooper,46,NY,1880,Technical Architect
David Anderson,42,WA,1863,Technical Lead
Julie Crawford,39,CA,1873,Senior Software Engineer
Robert Duncan,47,NY,1876,Technical Lead
David Rodriguez,48,NY,1889,Technical Lead
Joseph Reed,60,NY,1870,Senior Software Engineer
Emily Baker,51,FL,1876,Senior Software Engineer
Teresa Phillips,47,WA,1875,Technical Architect
Aaron Brady,49,WA,1893,Technical Architect
Justin Diaz,45,WA,1902,Technical Architect
Jennifer Smith,47,NY,1866,Senior Software Engineer
Gloria Drake,37,NY,1871,Senior Software Engineer
Ann Peters,49,WA,1871,Software Engineer
Julia Griffin,41,NY,1896,Senior Software Engineer
Gabriel Nguyen,57,CA,1845,Software Engineer
Aaron Stevens,57,WA,1885,Technical Lead
Frank Miranda,46,NY,1894,Senior Software Engineer
Dalton Martinez,45,WA,1898,Technical Lead
Brenda Robinson,48,CA,1904,Technical Lead
Jeffrey Baker,56,WA,1864,Software Engineer
Erin Thompson,49,WA,1857,Technical Lead
Morgan Long,47,NY,1877,Technical Lead
Kayla Gibbs,45,WA,1878,Technical Lead
Patrick Gilbert,42,WA,1879,Technical Lead
Gary Estrada,42,CA,1884,Technical Lead
Fernando Patterson,41,CA,1870,Technical Architect
Lindsey Lewis,46,WA,1866,Software Engineer
Mark Hart,40,CA,1867,Software Engineer
Abigail Medina,51,WA,1877,Technical Architect
Jeff Miller,40,WA,1877,Senior Software Engineer
Robert Tapia,48,WA,1872,Senior Software Engineer
Preston Patel,47,FL,1877,Software Engineer
Wendy Hayes,43,NY,1887,Technical Architect
Brandon Vasquez,44,FL,1873,Senior Software Engineer
Anne Baird,46,CA,1902,Technical Lead
Jeffrey Branch,50,WA,1856,Software Engineer
Spencer Gonzalez,36,NY,1856,Technical Lead
Elizabeth Brown,49,FL,1896,Technical Architect
William Stewart,47,CA,1885,Technical Lead
Bryan Whitaker,52,NY,1876,Technical Lead
Catherine Richards,41,WA,1885,Senior Software Engineer
James Hernandez,44,WA,1914,Senior Software Engineer
Evelyn Gardner,50,CA,1861,Software Engineer
Wesley Small,51,WA,1868,Software Engineer
Edward Perez,60,NY,1849,Technical Architect
Tanya Parrish,43,CA,1861,Senior Software Engineer
Christina Garrett,52,WA,1871,Senior Software Engineer
Nathan Murphy,52,FL,1886,Technical Lead
Edward Gonzales,46,FL,1872,Software Engineer
Elizabeth Dudley,45,WA,1888,Senior Software Engineer
Scott Smith,40,WA,1872,Senior Software Engineer
Justin Scott,47,WA,1891,Technical Architect
Diane Mcdonald,38,CA,1861,Technical Lead
Jason Palmer,47,WA,1888,Technical Lead
Emma Mcmahon,39,FL,1880,Senior Software Engineer
Alexandra Mclaughlin,45,FL,1884,Technical Lead
Cesar Walker,40,WA,1887,Senior Software Engineer
Carlos Fleming,52,WA,1859,Technical Lead
William Reid,52,WA,1865,Technical Lead
Caroline Mathews,53,WA,1892,Technical Architect
Michael Johnson,32,WA,1876,Senior Software Engineer
Nicole Taylor,53,NY,1887,Software Engineer
Dawn Reyes,51,CA,1882,Technical Lead
Mary Mullins,44,MT,1876,Technical Architect
Sarah Buchanan,47,WA,1883,Technical Lead
Natalie Barajas,40,WA,1893,Senior Software Engineer
Katelyn Davis,41,WA,1874,Technical Lead
Linda Barr,43,WA,1891,Software Engineer
Christine Perez,46,WA,1873,Senior Software Engineer
Elizabeth Smith,52,NY,1855,Technical Lead
Kenneth Wright,41,FL,1875,Senior Software Engineer
Melissa Bruce,40,MT,1883,Software Engineer
Christopher Walker,42,NY,1882,Software Engineer
Julia Mcgee,48,NY,1891,Technical Architect
Stephanie Sutton,44,WA,1868,Technical Lead
Jeremy Adams,49,NY,1873,Software Engineer
Sarah David,53,CA,1900,Technical Lead
Donna Serrano,38,FL,1897,Senior Software Engineer
Christina Evans,46,CA,1860,Technical Lead
Samantha Vargas,42,NY,1879,Software Engineer
Tiffany Moss,49,WA,1889,Technical Lead
Lisa Howard,45,NY,1879,Senior Software Engineer
Crystal Ware,45,FL,1878,Technical Lead
Catherine Lowery,39,WA,1881,Technical Lead
Denise Chavez,41,WA,1886,Technical Lead
Linda Novak,48,WA,1883,Software Engineer
Angie Howard,42,WA,1896,Senior Software Engineer
Connie White,47,WA,1873,Technical Lead
Gina Kelly,41,FL,1874,Technical Lead
Kenneth Hernandez,47,WA,1881,Technical Architect
Nicole Avila,42,WA,1866,Senior Software Engineer
Bryan Khan,42,NY,1880,Technical Lead
Paige Hardy,48,NY,1886,Senior Software Engineer
Russell Reid,41,CA,1885,Senior Software Engineer
Steven Sanchez,44,NY,1887,Technical Architect
Benjamin Crosby,46,WA,1896,Software Engineer
Scott Hall,49,WA,1876,Technical Lead
Laurie Mahoney,42,FL,1886,Software Engineer
Sarah Shaw,38,WA,1867,Software Engineer
Damon Wilkerson,44,WA,1891,Technical Lead
Tammy Villanueva,42,CA,1901,Senior Software Engineer
Melissa Roberts,38,NY,1861,Technical Lead
Annette Garcia,53,WA,1880,Software Engineer
Michelle Holmes,43,FL,1869,Technical Lead
Willie Henry,46,CA,1891,Technical Architect
Carol Waller,44,WA,1879,Senior Software Engineer
Sarah Johnson,35,WA,1881,Technical Lead
Dylan Webb,45,WA,1884,Senior Software Engineer
Sandra Reyes,49,WA,1890,Technical Lead
Shannon Perez,48,NY,1880,Technical Lead
Tamara Jackson,47,CA,1877,Technical Lead
Elizabeth Bishop,45,FL,1887,Senior Software Engineer
Raymond Carter,40,WA,1862,Technical Lead
Gabriella Harris,49,WA,1883,Software Engineer
Jennifer Brooks,46,FL,1857,Technical Lead
David Alvarado,43,CA,1884,Technical Lead
John Reese,36,NY,1867,Technical Architect
Brittney Jacobs,40,WA,1850,Technical Lead
Brenda Miller,43,WA,1882,Technical Architect
Alison Cox,50,WA,1880,Software Engineer
Hunter Hill,51,NY,1878,Senior Software Engineer
Stephen Burns,40,WA,1891,Technical Lead
Teresa Jacobs,45,WA,1869,Senior Software Engineer
Beth Miller,46,NY,1893,Technical Architect
Reginald Williams,40,CA,1880,Technical Lead
Chris Sparks,51,FL,1883,Senior Software Engineer
Daniel Garcia,47,FL,1890,Technical Lead
Christina Villa,45,WA,1880,Software Engineer
Linda Winters,56,NY,1870,Technical Architect
David Hopkins,40,CA,1855,Technical Lead
Karen Anderson,45,WA,1884,Software Engineer
Pamela Watson,48,NY,1887,Senior Software Engineer
Sarah Wood,51,NY,1871,Technical Architect
Sara Hardin,50,WA,1874,Technical Lead
Joshua Wright,46,CA,1877,Technical Lead
Sarah Flores,42,WA,1871,Software Engineer
Gabrielle Black,43,FL,1884,Senior Software Engineer
Joshua Wilson,38,NY,1876,Software Engineer
Gregory Craig,44,NY,1873,Senior Software Engineer
Andrew Duarte,51,WA,1860,Senior Software Engineer
Raymond Gardner,51,CA,1879,Senior Software Engineer
Robert Gonzales,46,CA,1914,Technical Lead
David Jones,45,CA,1878,Technical Architect
Timothy Fernandez,50,NY,1877,Senior Software Engineer
Alexander Young,51,CA,1888,Software Engineer
Anthony Turner,39,FL,1881,Technical Lead
Michelle Stone,42,WA,1874,Senior Software Engineer
Allison Long,48,CA,1878,Technical Lead
Ronald Martin,43,NY,1890,Technical Lead
Douglas Wilcox,46,NY,1887,Senior Software Engineer
Anthony Olson,56,MT,1873,Technical Architect
Colleen Smith,48,WA,1892,Software Engineer
Kayla Morris,46,NY,1866,Technical Lead
Donald Jensen,38,WA,1868,Technical Architect
Jeremy Miller,45,CA,1848,Technical Architect
Madison Pierce,35,CA,1894,Technical Lead
Richard Phillips,42,NY,1868,Software Engineer
Jacob Henry,45,FL,1872,Technical Lead
Angela Martinez,38,WA,1871,Technical Lead
James Smith,39,NY,1875,Senior Software Engineer
Brittany Wallace,39,CA,1878,Technical Lead
Hayley Abbott,42,NY,1848,Technical Architect
Cory Livingston,38,NY,1903,Senior Software Engineer
Joseph Gentry,46,NY,1879,Senior Software Engineer
Hayley Gamble,44,WA,1859,Senior Software Engineer
Jasmine French,45,CA,1883,Technical Lead
Daniel Smith,50,WA,1861,Technical Architect
Robin Powell,46,NY,1902,Technical Lead
Michael Bradford,44,WA,1878,Technical Lead
Kenneth Davis,45,MT,1863,Technical Architect
Tammy Howard,53,NY,1876,Technical Lead
Sean Tucker,54,WA,1865,Technical Architect
Daniel Fitzpatrick,49,NY,1851,Technical Lead
Sarah Owens,37,NY,1854,Software Engineer
Angela Jackson,52,WA,1872,Technical Lead
Thomas Irwin,43,NY,1894,Technical Lead
Jason Scott,33,NY,1893,Senior Software Engineer
Maria Miller,45,WA,1875,Technical Lead
Michael Lambert,51,WA,1877,Senior Software Engineer
Maureen Allen,41,FL,1884,Technical Lead
Nathan Dominguez,40,NY,1883,Software Engineer
Timothy Hooper,49,NY,1879,Technical Lead
Danielle Hampton,52,FL,1902,Technical Lead
Michael Miller,42,WA,1859,Technical Architect
Patrick Cook,48,CA,1901,Senior Software Engineer
Jacob Dyer,42,NY,1860,Technical Architect
David Barber,44,WA,1888,Software Engineer
Nathan Moyer,46,CA,1877,Technical Lead
Lauren Casey,47,CA,1876,Technical Lead
Jeremy Castaneda,46,NY,1882,Software Engineer
Eric Bryant,33,MT,1867,Technical Lead
Tina Anderson,41,NY,1883,Software Engineer
James Underwood,40,NY,1862,Software Engineer
Nicole Wallace,42,FL,1855,Senior Software Engineer
Maria Choi,36,CA,1887,Senior Software Engineer
Kenneth Alexander,40,WA,1861,Technical Lead
Cheryl Noble,39,MT,1885,Senior Software Engineer
Brett Hernandez,46,WA,1895,Technical Lead
Frederick White,48,CA,1884,Software Engineer
Kevin Hanson,44,WA,1869,Software Engineer
Donna Jones,43,CA,1865,Technical Lead
Christopher Rogers,39,WA,1872,Software Engineer
Matthew Gonzales,46,FL,1884,Technical Lead
Wayne Herrera,40,CA,1882,Technical Architect
Kristi Mueller,38,WA,1879,Senior Software Engineer
Audrey Barber,44,NY,1883,Technical Lead
Rodney Farrell,47,NY,1895,Technical Architect
Tiffany Stewart,35,WA,1876,Software Engineer
Corey Hernandez,38,CA,1883,Senior Software Engineer
Ashley Gonzalez,46,WA,1883,Technical Lead
Michael Robinson,39,NY,1871,Technical Lead
Courtney Williams,45,NY,1865,Senior Software Engineer
Michael Fields,46,CA,1880,Technical Lead
Phyllis Glover,50,WA,1867,Senior Software Engineer
Pamela Humphrey,49,WA,1876,Technical Lead
Ashley Keith,40,NY,1888,Technical Architect
Sarah Montgomery,36,FL,1865,Senior Software Engineer
Melanie Hamilton,55,WA,1873,Software Engineer
Caleb Gonzalez,41,WA,1875,Senior Software Engineer
Rhonda Brady,51,NY,1879,Technical Architect
Amy Ward,39,FL,1880,Technical Lead
Debra Patterson,57,FL,1882,Senior Software Engineer
Michael Todd,36,WA,1878,Senior Software Engineer
Christopher Montgomery,40,WA,1862,Technical Lead
Michael Nielsen,36,CA,1893,Technical Lead
Lindsay Reese,56,NY,1894,Technical Lead
Brianna James,43,FL,1902,Senior Software Engineer
Charles Rodriguez,47,CA,1872,Technical Architect
Stephen Miller,44,WA,1875,Technical Architect
Brian Parks,44,WA,1860,Senior Software Engineer
Courtney Pena,41,NY,1883,Senior Software Engineer
Mark Bishop,40,NY,1863,Technical Lead
Manuel Gentry,47,WA,1878,Technical Architect
Sharon Chavez,36,WA,1890,Senior Software Engineer
Juan Hood,48,WA,1890,Software Engineer
Michelle Garcia,46,NY,1873,Technical Lead
Christopher Stevens,37,FL,1887,Technical Lead
Christopher Campbell,40,NY,1885,Technical Lead
Deborah West,44,FL,1886,Technical Lead
Kyle Smith,43,WA,1877,Senior Software Engineer
John Harrell,44,NY,1866,Senior Software Engineer
Vernon Carr,44,CA,1864,Senior Software Engineer
John Mercado,39,NY,1879,Software Engineer
Steven Chavez,49,NY,1862,Senior Software Engineer
Troy Williams,47,MT,1890,Senior Software Engineer
Alexander Hughes,49,CA,1880,Technical Lead
Matthew Woods,46,NY,1865,Technical Architect
Dorothy Wilson,35,CA,1860,Senior Software Engineer
Thomas Miller,42,CA,1867,Technical Lead
Amber Baker,41,NY,1885,Technical Lead
Donald Contreras,47,WA,1900,Senior Software Engineer
Albert Harding,50,WA,1901,Technical Architect
Oscar Elliott,47,CA,1881,Technical Lead
Omar Ward,46,NY,1872,Technical Lead
Michael Martin,50,NY,1903,Technical Architect
Patricia Jones,40,FL,1886,Software Engineer
Donald Jones,42,WA,1887,Senior Software Engineer
Paul Simpson,49,FL,1871,Senior Software Engineer
James Miller,43,CA,1894,Senior Software Engineer
Dawn Johnson,40,WA,1884,Software Engineer
Christina Hale,41,WA,1894,Technical Lead
Alexandra Gutierrez,47,CA,1892,Senior Software Engineer
Karen Calderon,44,NY,1905,Technical Lead
Michael Hines,40,WA,1891,Technical Architect
Dana Wright,47,CA,1873,Software Engineer
Jaime Brown,41,NY,1872,Technical Lead
Paul Quinn,50,NY,1879,Software Engineer
Robert Harper,42,CA,1858,Software Engineer
Gabriel Hughes,46,FL,1865,Software Engineer
Michael Cruz,37,WA,1877,Technical Lead
Andre Gross,44,WA,1864,Senior Software Engineer
Donna Werner,45,NY,1873,Senior Software Engineer
Michael Scott,41,NY,1869,Senior Software Engineer
William Miller,46,CA,1894,Software Engineer
Matthew Fisher,46,CA,1896,Technical Lead
Chelsea Davis,38,FL,1871,Technical Lead
Ruben Russo,36,WA,1891,Technical Architect
Susan Pena,39,WA,1889,Technical Lead
Hayley Hayes,39,FL,1867,Technical Lead
Joshua Moreno,39,FL,1892,Technical Lead
Heather Chavez,37,WA,1884,Technical Lead
